날짜,연도,월,일,요일,주말여부,공휴일,방학,날씨,최저기온,최고기온,운영시간_시간,실입장객
2024-01-18,2024,1,18,3,0,0,1,흐림,1,9,9.0,1897
2024-01-19,2024,1,19,4,0,0,1,흐림,4,9,9.0,3472
2024-01-20,2024,1,20,5,1,0,1,비,2,5,10.0,9560
2024-01-21,2024,1,21,6,1,0,1,눈,-2,4,10.0,5067
2024-01-22,2024,1,22,0,0,0,1,눈,-12,-2,9.0,506
2024-01-23,2024,1,23,1,0,0,1,맑음,-14,-8,9.0,233
2024-01-24,2024,1,24,2,0,0,1,맑음,-11,-4,9.0,488
2024-01-25,2024,1,25,3,0,0,1,맑음,-10,0,9.0,515
2024-01-26,2024,1,26,4,0,0,1,맑음,-7,4,9.0,2432
2024-01-27,2024,1,27,5,1,0,1,흐림,-5,5,11.0,10101
2024-01-28,2024,1,28,6,1,0,1,맑음,-5,4,10.0,6247
2024-01-29,2024,1,29,0,0,0,1,맑음,-5,5,9.0,1295
2024-01-30,2024,1,30,1,0,0,1,맑음,-4,8,9.0,1399
2024-01-31,2024,1,31,2,0,0,1,흐림,1,11,9.0,1848
2024-02-01,2024,2,1,3,0,0,1,흐림,-1,8,9.0,1503
2024-02-02,2024,2,2,4,0,0,1,흐림,1,8,9.0,2859
2024-02-03,2024,2,3,5,1,0,1,비,0,8,11.0,7915
2024-02-04,2024,2,4,6,1,0,1,흐림,4,12,10.0,7204
2024-02-05,2024,2,5,0,0,0,1,눈,0,7,9.0,146
2024-02-06,2024,2,6,1,0,0,1,비,0,3,9.0,985
2024-02-07,2024,2,7,2,0,0,1,눈,-1,3,9.0,924
2024-02-08,2024,2,8,3,0,0,1,맑음,-3,6,9.0,1458
2024-02-09,2024,2,9,4,0,1,1,흐림,-2,6,11.0,4792
2024-02-10,2024,2,10,5,1,1,1,맑음,-1,7,11.0,4344
2024-02-11,2024,2,11,6,1,1,1,맑음,-3,6,11.0,6413
2024-02-12,2024,2,12,0,0,1,1,맑음,-3,11,10.0,7341
2024-02-13,2024,2,13,1,0,0,1,흐림,2,14,9.0,2654
2024-02-14,2024,2,14,2,0,0,1,흐림,9,18,9.0,1988
2024-02-15,2024,2,15,3,0,0,1,눈,1,12,8.0,165
2024-02-16,2024,2,16,4,0,0,1,맑음,-1,8,9.0,2978
2024-02-17,2024,2,17,5,1,0,1,맑음,-1,12,11.0,11433
2024-02-18,2024,2,18,6,1,0,1,비,1,9,10.0,5543
2024-02-19,2024,2,19,0,0,0,1,비,4,12,9.0,159
2024-02-20,2024,2,20,1,0,0,1,비,3,7,9.0,1106
2024-02-21,2024,2,21,2,0,0,1,눈,0,4,7.0,835
2024-02-22,2024,2,22,3,0,0,1,눈,-1,2,9.0,415
2024-02-23,2024,2,23,4,0,0,1,흐림,-1,6,10.0,2076
2024-02-24,2024,2,24,5,1,0,1,비,-1,6,11.0,9103
2024-02-25,2024,2,25,6,1,0,1,흐림,1,6,10.0,5598
2024-02-26,2024,2,26,0,0,0,1,맑음,-1,10,9.0,3404
2024-02-27,2024,2,27,1,0,0,1,흐림,1,10,9.0,3904
2024-02-28,2024,2,28,2,0,0,1,흐림,3,10,9.0,4931
2024-02-29,2024,2,29,3,0,0,1,흐림,0,10,9.0,4243
2024-03-01,2024,3,1,4,0,1,0,맑음,-7,0,11.0,4726
2024-03-02,2024,3,2,5,1,0,0,눈,-8,4,11.0,3293
2024-03-03,2024,3,3,6,1,0,0,맑음,0,8,10.0,3461
2024-03-04,2024,3,4,0,0,0,0,흐림,-2,12,10.0,629
2024-03-05,2024,3,5,1,0,0,0,비,6,11,10.0,103
2024-03-06,2024,3,6,2,0,0,0,흐림,3,10,10.0,278
2024-03-07,2024,3,7,3,0,0,0,비,1,8,9.0,178
2024-03-08,2024,3,8,4,0,0,0,맑음,-1,7,10.0,327
2024-03-09,2024,3,9,5,1,0,0,맑음,-2,7,11.0,3535
2024-03-10,2024,3,10,6,1,0,0,맑음,-2,11,10.0,4936
2024-03-11,2024,3,11,0,0,0,0,흐림,2,11,9.0,357
2024-03-12,2024,3,12,1,0,0,0,비,4,10,9.0,115
2024-03-13,2024,3,13,2,0,0,0,맑음,1,12,9.0,399
2024-03-14,2024,3,14,3,0,0,0,맑음,3,15,9.0,513
2024-03-15,2024,3,15,4,0,0,0,맑음,4,15,9.0,1065
2024-03-16,2024,3,16,5,1,0,0,흐림,4,18,11.0,11980
2024-03-17,2024,3,17,6,1,0,0,흐림,5,12,10.0,5810
2024-03-18,2024,3,18,0,0,0,0,맑음,1,13,9.0,510
2024-03-19,2024,3,19,1,0,0,0,비,4,10,9.0,181
2024-03-20,2024,3,20,2,0,0,0,맑음,1,9,9.0,316
2024-03-21,2024,3,21,3,0,0,0,맑음,-1,12,9.0,438
2024-03-22,2024,3,22,4,0,0,0,비,4,15,9.0,526
2024-03-23,2024,3,23,5,1,0,0,흐림,9,18,11.0,11949
2024-03-24,2024,3,24,6,1,0,0,흐림,11,23,11.0,12751
2024-03-25,2024,3,25,0,0,0,0,비,7,15,9.0,372
2024-03-26,2024,3,26,1,0,0,0,비,3,12,10.0,411
2024-03-27,2024,3,27,2,0,0,0,흐림,4,16,10.0,1068
2024-03-28,2024,3,28,3,0,0,0,비,8,12,9.0,258
2024-03-29,2024,3,29,4,0,0,0,비,5,12,11.0,1478
2024-03-30,2024,3,30,5,1,0,0,비,3,16,11.0,10455
2024-03-31,2024,3,31,6,1,0,0,맑음,3,18,11.0,10340
2024-04-01,2024,4,1,0,0,0,0,맑음,6,19,11.0,2028
2024-04-02,2024,4,2,1,0,0,0,흐림,7,24,11.0,1804
2024-04-03,2024,4,3,2,0,0,0,비,14,20,11.0,1115
2024-04-04,2024,4,4,3,0,0,0,흐림,12,20,11.0,2453
2024-04-05,2024,4,5,4,0,0,0,흐림,10,19,12.0,6394
2024-04-06,2024,4,6,5,1,0,0,흐림,8,19,12.5,17241
2024-04-07,2024,4,7,6,1,0,0,맑음,8,23,12.5,13047
2024-04-08,2024,4,8,0,0,0,0,흐림,11,23,11.0,2576
2024-04-09,2024,4,9,1,0,0,0,맑음,11,21,11.0,6073
2024-04-10,2024,4,10,2,0,1,0,흐림,10,19,12.5,15573
2024-04-11,2024,4,11,3,0,0,0,비,12,21,11.0,2281
2024-04-12,2024,4,12,4,0,0,0,맑음,12,24,12.0,5618
2024-04-13,2024,4,13,5,1,0,0,맑음,11,27,12.5,16094
2024-04-14,2024,4,14,6,1,0,0,흐림,14,29,12.5,11415
2024-04-15,2024,4,15,0,0,0,0,비,12,20,9.0,220
2024-04-16,2024,4,16,1,0,0,0,비,12,18,11.0,3112
2024-04-17,2024,4,17,2,0,0,0,흐림,10,22,11.0,3015
2024-04-18,2024,4,18,3,0,0,0,맑음,11,25,11.0,3863
2024-04-19,2024,4,19,4,0,0,0,흐림,12,24,12.0,5686
2024-04-20,2024,4,20,5,1,0,0,비,13,17,12.5,4563
2024-04-21,2024,4,21,6,1,0,0,흐림,13,22,12.5,10210
2024-04-22,2024,4,22,0,0,0,0,흐림,15,24,11.0,3103
2024-04-23,2024,4,23,1,0,0,0,비,13,24,11.0,3068
2024-04-24,2024,4,24,2,0,0,0,비,11,17,11.0,2242
2024-04-25,2024,4,25,3,0,0,0,흐림,10,21,11.0,4222
2024-04-26,2024,4,26,4,0,0,0,흐림,11,26,12.0,6904
2024-04-27,2024,4,27,5,1,0,0,맑음,12,26,12.5,18576
2024-04-28,2024,4,28,6,1,0,0,흐림,13,29,12.5,13586
2024-04-29,2024,4,29,0,0,0,0,비,17,26,11.0,3066
2024-04-30,2024,4,30,1,0,0,0,흐림,16,23,11.0,7846
2024-05-01,2024,5,1,2,0,0,0,흐림,14,24,13.0,18208
2024-05-02,2024,5,2,3,0,0,0,맑음,12,24,11.0,5809
2024-05-03,2024,5,3,4,0,0,0,맑음,12,28,12.0,9688
2024-05-04,2024,5,4,5,1,0,0,흐림,15,29,13.0,20670
2024-05-05,2024,5,5,6,1,1,0,비,16,21,10.0,975
2024-05-06,2024,5,6,0,0,1,0,비,13,16,9.5,1620
2024-05-07,2024,5,7,1,0,0,0,비,12,15,9.0,1661
2024-05-08,2024,5,8,2,0,0,0,맑음,9,21,11.0,3888
2024-05-09,2024,5,9,3,0,0,0,맑음,11,22,11.0,4193
2024-05-10,2024,5,10,4,0,0,0,맑음,13,24,12.0,11182
2024-05-11,2024,5,11,5,1,0,0,비,14,22,10.5,5989
2024-05-12,2024,5,12,6,1,0,0,흐림,12,22,12.5,11616
2024-05-13,2024,5,13,0,0,0,0,맑음,12,25,11.0,4233
2024-05-14,2024,5,14,1,0,0,0,맑음,13,25,11.0,9775
2024-05-15,2024,5,15,2,0,1,0,비,7,19,9.5,4706
2024-05-16,2024,5,16,3,0,0,0,맑음,7,20,11.0,3778
2024-05-17,2024,5,17,4,0,0,0,흐림,11,25,12.0,6202
2024-05-18,2024,5,18,5,1,0,0,맑음,16,27,12.5,19326
2024-05-19,2024,5,19,6,1,0,0,맑음,16,28,12.5,12288
2024-05-20,2024,5,20,0,0,0,0,비,17,23,11.0,2540
2024-05-21,2024,5,21,1,0,0,0,흐림,16,28,11.0,2986
2024-05-22,2024,5,22,2,0,0,0,흐림,16,26,11.0,3294
2024-05-23,2024,5,23,3,0,0,0,맑음,16,26,11.0,3755
2024-05-24,2024,5,24,4,0,0,0,흐림,16,25,12.0,6667
2024-05-25,2024,5,25,5,1,0,0,흐림,19,25,12.5,14795
2024-05-26,2024,5,26,6,1,0,0,비,17,24,10.5,3942
2024-05-27,2024,5,27,0,0,0,0,흐림,14,23,11.0,1931
2024-05-28,2024,5,28,1,0,0,0,맑음,14,26,11.0,3380
2024-05-29,2024,5,29,2,0,0,0,흐림,15,27,11.0,3338
2024-05-30,2024,5,30,3,0,0,0,흐림,16,25,11.0,3730
2024-05-31,2024,5,31,4,0,0,0,비,17,25,12.0,7040
2024-06-01,2024,6,1,5,1,0,0,흐림,18,25,12.5,12347
2024-06-02,2024,6,2,6,1,0,0,맑음,16,26,12.5,10618
2024-06-03,2024,6,3,0,0,0,0,맑음,16,29,11.0,2208
2024-06-04,2024,6,4,1,0,0,0,맑음,16,29,11.0,2021
2024-06-05,2024,6,5,2,0,0,0,흐림,18,30,11.0,3826
2024-06-06,2024,6,6,3,0,1,0,흐림,19,31,12.5,15992
2024-06-07,2024,6,7,4,0,0,0,비,18,28,12.0,16412
2024-06-08,2024,6,8,5,1,0,0,비,18,25,12.5,5888
2024-06-09,2024,6,9,6,1,0,0,흐림,17,29,12.5,8292
2024-06-10,2024,6,10,0,0,0,0,맑음,19,31,11.0,1688
2024-06-11,2024,6,11,1,0,0,0,흐림,22,32,11.0,1241
2024-06-12,2024,6,12,2,0,0,0,흐림,19,32,11.0,1491
2024-06-13,2024,6,13,3,0,0,0,맑음,20,33,11.0,1341
2024-06-14,2024,6,14,4,0,0,0,비,21,33,12.0,3166
2024-06-15,2024,6,15,5,1,0,0,비,22,28,12.5,16520
2024-06-16,2024,6,16,6,1,0,0,맑음,20,30,12.5,16675
2024-06-17,2024,6,17,0,0,0,0,흐림,19,30,11.0,1645
2024-06-18,2024,6,18,1,0,0,0,맑음,20,33,11.0,1632
2024-06-19,2024,6,19,2,0,0,0,흐림,21,36,11.0,1512
2024-06-20,2024,6,20,3,0,0,0,흐림,23,35,11.0,1304
2024-06-21,2024,6,21,4,0,0,0,흐림,23,34,12.0,2900
2024-06-22,2024,6,22,5,1,0,0,비,23,26,12.5,4124
2024-06-23,2024,6,23,6,1,0,0,흐림,23,30,12.5,7602
2024-06-24,2024,6,24,0,0,0,0,흐림,21,28,11.0,1323
2024-06-25,2024,6,25,1,0,0,0,흐림,19,27,11.0,1594
2024-06-26,2024,6,26,2,0,0,0,맑음,19,32,11.0,1581
2024-06-27,2024,6,27,3,0,0,0,흐림,21,32,11.0,1669
2024-06-28,2024,6,28,4,0,0,0,맑음,21,33,12.0,4089
2024-06-29,2024,6,29,5,1,0,0,비,22,32,11.5,8429
2024-06-30,2024,6,30,6,1,0,0,비,22,25,12.5,4241
2024-07-01,2024,7,1,0,0,0,1,흐림,22,31,11.0,1238
2024-07-02,2024,7,2,1,0,0,1,비,22,25,7.0,35
2024-07-03,2024,7,3,2,0,0,1,비,24,26,11.0,921
2024-07-04,2024,7,4,3,0,0,1,비,23,31,11.0,850
2024-07-05,2024,7,5,4,0,0,1,비,21,26,12.0,2441
2024-07-06,2024,7,6,5,1,0,1,비,22,30,12.5,3703
2024-07-07,2024,7,7,6,1,0,1,비,22,28,12.5,5462
2024-07-08,2024,7,8,0,0,0,1,비,23,25,8.0,176
2024-07-09,2024,7,9,1,0,0,1,비,23,27,9.0,270
2024-07-10,2024,7,10,2,0,0,1,비,23,31,11.0,572
2024-07-11,2024,7,11,3,0,0,1,흐림,23,29,11.0,1157
2024-07-12,2024,7,12,4,0,0,1,흐림,22,30,12.0,2141
2024-07-13,2024,7,13,5,1,0,1,맑음,24,33,12.5,14875
2024-07-14,2024,7,14,6,1,0,1,비,25,32,12.5,9809
2024-07-15,2024,7,15,0,0,0,1,흐림,25,31,11.0,1032
2024-07-16,2024,7,16,1,0,0,1,비,25,31,9.0,424
2024-07-17,2024,7,17,2,0,0,1,비,24,28,9.0,145
2024-07-18,2024,7,18,3,0,0,1,비,23,26,8.0,23
2024-07-19,2024,7,19,4,0,0,1,비,24,31,12.0,1798
2024-07-20,2024,7,20,5,1,0,1,비,25,31,12.5,2757
2024-07-21,2024,7,21,6,1,0,1,비,23,30,12.5,3333
2024-07-22,2024,7,22,0,0,0,1,비,24,28,9.0,418
2024-07-23,2024,7,23,1,0,0,1,비,26,27,8.0,207
2024-07-24,2024,7,24,2,0,0,1,비,26,31,11.0,910
2024-07-25,2024,7,25,3,0,0,1,비,25,32,11.0,1504
2024-07-26,2024,7,26,4,0,0,1,비,25,33,12.0,1674
2024-07-27,2024,7,27,5,1,0,1,비,28,32,12.5,3641
2024-07-28,2024,7,28,6,1,0,1,흐림,27,32,12.5,5775
2024-07-29,2024,7,29,0,0,0,1,비,27,32,12.0,4724
2024-07-30,2024,7,30,1,0,0,1,흐림,26,32,12.0,4947
2024-07-31,2024,7,31,2,0,0,1,흐림,27,33,12.0,5092
2024-08-01,2024,8,1,3,0,0,1,흐림,27,33,12.0,4756
2024-08-02,2024,8,2,4,0,0,1,비,27,33,12.0,4345
2024-08-03,2024,8,3,5,1,0,1,흐림,28,33,12.5,4671
2024-08-04,2024,8,4,6,1,0,1,흐림,27,34,12.5,3111
2024-08-05,2024,8,5,0,0,0,1,비,27,34,12.0,1519
2024-08-06,2024,8,6,1,0,0,1,비,26,34,12.0,1470
2024-08-07,2024,8,7,2,0,0,1,비,27,33,12.0,1459
2024-08-08,2024,8,8,3,0,0,1,비,27,32,12.0,1538
2024-08-09,2024,8,9,4,0,0,1,비,26,34,12.0,2508
2024-08-10,2024,8,10,5,1,0,1,흐림,26,34,12.5,4968
2024-08-11,2024,8,11,6,1,0,1,흐림,28,34,12.5,3954
2024-08-12,2024,8,12,0,0,0,1,흐림,28,34,12.0,1507
2024-08-13,2024,8,13,1,0,0,1,비,28,36,12.0,1485
2024-08-14,2024,8,14,2,0,0,1,흐림,27,35,12.0,1994
2024-08-15,2024,8,15,3,0,1,1,흐림,27,35,12.5,5174
2024-08-16,2024,8,16,4,0,0,1,흐림,27,34,12.0,3193
2024-08-17,2024,8,17,5,1,0,1,흐림,27,34,12.5,5472
2024-08-18,2024,8,18,6,1,0,1,비,27,34,12.5,3515
2024-08-19,2024,8,19,0,0,0,1,흐림,26,35,11.0,1826
2024-08-20,2024,8,20,1,0,0,1,흐림,27,35,11.0,682
2024-08-21,2024,8,21,2,0,0,1,비,27,31,8.0,92
2024-08-22,2024,8,22,3,0,0,1,비,27,30,11.0,248
2024-08-23,2024,8,23,4,0,0,1,흐림,26,32,12.0,1728
2024-08-24,2024,8,24,5,1,0,1,비,25,31,12.5,9477
2024-08-25,2024,8,25,6,1,0,1,흐림,25,33,12.5,5131
2024-08-26,2024,8,26,0,0,0,1,비,26,31,11.0,771
2024-08-27,2024,8,27,1,0,0,1,비,25,30,9.0,619
2024-08-28,2024,8,28,2,0,0,1,맑음,23,33,9.0,685
2024-08-29,2024,8,29,3,0,0,1,맑음,23,34,9.0,741
2024-08-30,2024,8,30,4,0,0,1,맑음,24,33,12.0,2528
2024-08-31,2024,8,31,5,1,0,1,맑음,23,33,12.5,8023
2024-09-01,2024,9,1,6,1,0,0,흐림,25,32,12.0,5891
2024-09-02,2024,9,2,0,0,0,0,비,22,27,11.0,761
2024-09-03,2024,9,3,1,0,0,0,흐림,23,32,9.0,845
2024-09-04,2024,9,4,2,0,0,0,흐림,23,33,9.0,1604
2024-09-05,2024,9,5,3,0,0,0,비,26,29,9.0,2325
2024-09-06,2024,9,6,4,0,0,0,비,23,26,12.0,2659
2024-09-07,2024,9,7,5,1,0,0,흐림,23,31,12.5,14585
2024-09-08,2024,9,8,6,1,0,0,맑음,23,33,12.5,7138
2024-09-09,2024,9,9,0,0,0,0,흐림,24,34,11.0,1460
2024-09-10,2024,9,10,1,0,0,0,맑음,26,34,11.0,2297
2024-09-11,2024,9,11,2,0,0,0,비,25,35,11.0,1215
2024-09-12,2024,9,12,3,0,0,0,비,25,27,9.0,836
2024-09-13,2024,9,13,4,0,0,0,비,24,28,10.0,703
2024-09-14,2024,9,14,5,1,0,0,비,25,32,12.5,6166
2024-09-15,2024,9,15,6,1,0,0,흐림,24,32,12.5,11532
2024-09-16,2024,9,16,0,0,1,0,흐림,21,32,12.5,13017
2024-09-17,2024,9,17,1,0,1,0,비,26,33,12.5,9221
2024-09-18,2024,9,18,2,0,1,0,흐림,27,34,12.5,5393
2024-09-19,2024,9,19,3,0,0,0,흐림,27,34,11.0,1711
2024-09-20,2024,9,20,4,0,0,0,비,18,29,9.0,607
2024-09-21,2024,9,21,5,1,0,0,비,17,22,12.5,5857
2024-09-22,2024,9,22,6,1,0,0,흐림,17,27,12.5,11375
2024-09-23,2024,9,23,0,0,0,0,맑음,17,26,11.0,2622
2024-09-24,2024,9,24,1,0,0,0,맑음,16,27,11.0,4295
2024-09-25,2024,9,25,2,0,0,0,흐림,19,27,11.0,3270
2024-09-26,2024,9,26,3,0,0,0,흐림,21,28,11.0,4305
2024-09-27,2024,9,27,4,0,0,0,흐림,19,28,12.0,7128
2024-09-28,2024,9,28,5,1,0,0,흐림,19,28,12.5,18027
2024-09-29,2024,9,29,6,1,0,0,맑음,19,29,12.5,12018
2024-09-30,2024,9,30,0,0,0,0,흐림,18,29,12.5,4134
2024-10-01,2024,10,1,1,0,1,0,비,13,22,12.5,10708
2024-10-02,2024,10,2,2,0,0,0,맑음,12,20,12.5,5625
2024-10-03,2024,10,3,3,0,1,0,맑음,11,23,12.5,18916
2024-10-04,2024,10,4,4,0,0,0,맑음,12,24,12.5,15466
2024-10-05,2024,10,5,5,1,0,0,흐림,12,24,12.5,14871
2024-10-06,2024,10,6,6,1,0,0,비,12,18,12.5,7149
2024-10-07,2024,10,7,0,0,0,0,흐림,14,21,11.0,2390
2024-10-08,2024,10,8,1,0,0,0,맑음,13,24,11.0,11337
2024-10-09,2024,10,9,2,0,1,0,흐림,14,24,12.5,14807
2024-10-10,2024,10,10,3,0,0,0,비,15,24,11.0,3780
2024-10-11,2024,10,11,4,0,0,0,맑음,14,24,12.0,12572
2024-10-12,2024,10,12,5,1,0,0,맑음,13,25,12.5,19163
2024-10-13,2024,10,13,6,1,0,0,흐림,13,23,12.5,10839
2024-10-14,2024,10,14,0,0,0,0,비,18,22,11.0,2572
2024-10-15,2024,10,15,1,0,0,0,비,18,22,11.0,2660
2024-10-16,2024,10,16,2,0,0,0,흐림,14,24,11.0,5179
2024-10-17,2024,10,17,3,0,0,0,흐림,14,26,11.0,8859
2024-10-18,2024,10,18,4,0,0,0,비,16,19,9.0,6706
2024-10-19,2024,10,19,5,1,0,0,흐림,12,21,12.5,16810
2024-10-20,2024,10,20,6,1,0,0,맑음,11,18,12.5,12647
2024-10-21,2024,10,21,0,0,0,0,비,10,19,11.0,3072
2024-10-22,2024,10,22,1,0,0,0,비,15,17,9.0,2228
2024-10-23,2024,10,23,2,0,0,0,흐림,9,16,11.0,3503
2024-10-24,2024,10,24,3,0,0,0,맑음,7,18,11.0,8244
2024-10-25,2024,10,25,4,0,0,0,흐림,9,22,12.0,10888
2024-10-26,2024,10,26,5,1,0,0,흐림,11,24,12.5,24497
2024-10-27,2024,10,27,6,1,0,0,비,14,19,12.5,14371
2024-10-28,2024,10,28,0,0,0,0,흐림,12,20,11.0,3207
2024-10-29,2024,10,29,1,0,0,0,비,13,18,11.0,3391
2024-10-30,2024,10,30,2,0,0,0,맑음,11,21,11.0,4045
2024-10-31,2024,10,31,3,0,0,0,맑음,11,23,11.0,6100
2024-11-01,2024,11,1,4,0,0,0,흐림,13,19,12.0,7736
2024-11-02,2024,11,2,5,1,0,0,맑음,13,25,12.5,18560
2024-11-03,2024,11,3,6,1,0,0,흐림,13,24,12.5,13750
2024-11-04,2024,11,4,0,0,0,0,흐림,9,18,10.0,3197
2024-11-05,2024,11,5,1,0,0,0,흐림,6,15,10.0,2435
2024-11-06,2024,11,6,2,0,0,0,맑음,4,13,10.0,1924
2024-11-07,2024,11,7,3,0,0,0,맑음,2,16,10.0,1884
2024-11-08,2024,11,8,4,0,0,0,맑음,3,18,10.0,5359
2024-11-09,2024,11,9,5,1,0,0,맑음,7,20,12.0,16389
2024-11-10,2024,11,10,6,1,0,0,흐림,10,21,12.0,11306
2024-11-11,2024,11,11,0,0,0,0,맑음,10,22,10.0,4556
2024-11-12,2024,11,12,1,0,0,0,맑음,11,19,10.0,2513
2024-11-13,2024,11,13,2,0,0,0,맑음,8,21,10.0,2995
2024-11-14,2024,11,14,3,0,0,0,비,13,17,10.0,2573
2024-11-15,2024,11,15,4,0,0,0,비,14,22,11.0,4600
2024-11-16,2024,11,16,5,1,0,0,비,14,23,12.0,10492
2024-11-17,2024,11,17,6,1,0,0,흐림,2,14,11.0,6918
2024-11-18,2024,11,18,0,0,0,0,맑음,-1,8,9.0,966
2024-11-19,2024,11,19,1,0,0,0,흐림,0,11,9.0,851
2024-11-20,2024,11,20,2,0,0,0,비,2,10,9.0,1251
2024-11-21,2024,11,21,3,0,0,0,비,6,14,9.0,1205
2024-11-22,2024,11,22,4,0,0,0,맑음,3,11,10.0,2309
2024-11-23,2024,11,23,5,1,0,0,맑음,2,13,11.0,11590
2024-11-24,2024,11,24,6,1,0,0,맑음,3,14,11.0,7721
2024-11-25,2024,11,25,0,0,0,0,흐림,4,15,9.0,1540
2024-11-26,2024,11,26,1,0,0,0,비,1,13,8.0,243
2024-11-27,2024,11,27,2,0,0,0,눈,-1,1,7.0,42
2024-11-29,2024,11,29,4,0,0,0,맑음,-3,3,9.0,262
2024-11-30,2024,11,30,5,1,0,0,비,-1,6,11.0,4024
